prng,prow,expt,identity1.x,checks,Test,Location,Year,Loc_Year_test,MM_CA,MM_CEC,MM_K,MM_MG,MM_OM,MM_P1,MM_PH,MM_CLAY,MM_SAND,MM_SILT,Plot,identity1.y,Yield,X,Population,Cl,Clre,Datt1,Datt4,Datt6,DDI,DPI,GNDVI,MCARI,MCARI3,mSR,mSR2,MTCI,MTVI1,ND1,ND2,NDchl,NDRE,NDVI1,NDVI2,NDVI3,NPCL,NPQI,OSAVI,PBI,PPR,PRI,PSNDb1,PSNDc1,PSNDc2,PSRI,PSSRc1,PSSRc2,PVR,PWI,RDVI,RVSI,SAVI,SIPI,SR1,SR2,SR3,SR4,DSWI-4,SRPI,TCARI,TCI,TVI,WBI,Latitude,Longitude
20,85,21-B-316,LD11-2170,4,B,Burkey,2021,2021_B_Burkey,1779.68,15.54,169.42,219.63,3.1,19,5.54,24.54,39.13,36.33,1,LD11_2170,66.87,1,LD11_2170,1.007647896,0.814260319,0.786015416,3.274712038,11.35008252,0.1445716,9.583377697,0.453412825,0.062844622,0.284869445,7.498061132,0.590259015,2.786702257,0.612149952,0.04581205,0.005329653,0.343839878,0.251467144,0.459691461,0.453412825,0.289333689,0.115531021,-0.004540346,0.499265819,3.021628867,0.20634872,0.052972363,0.500505137,0.607764655,0.623195299,0.093062108,4.098979538,1.165436686,-0.291388461,0.883433149,0.461550575,0.00119395,0.499265819,0.582624249,0.792868116,0.259026185,1.05707829,0.376071524,1.028069178,0.792868116,0.13701692,0.075077106,21.554986,0.876946526,-93.78720732,42.01148334
2,63,20-B-307,A16355-209,0,B,CAD,2020,2020_B_CAD,1803.333,16.5,157.833,267.5,2.883,9.833,6.05,24.517,39.1,37.083,1,A16355-209,38.57,1,A16355,1.102816339,0.11847918,0.86333958,0.813648937,1.586868903,-0.274202,1.89418295,0.083942365,0.175165528,0.102414603,-6.568185138,0.074509995,1.344558341,1.16270232,-0.020176187,-0.023749075,0.236638064,0.087753318,0.084404348,0.083942365,0.055926525,-0.054823531,0.024880625,0.289403232,1.738795257,0.032631604,-0.024480272,0.23302275,0.193407754,0.239572084,-0.128571207,1.479567599,1.353332401,0.59040764,0.926314864,0.43926536,0.1539235,0.289403232,0.226718519,1.116006973,0.77357251,1.064310135,0.845116553,1.062934124,1.116006973,0.440413306,0.233657489,19.0259,0.967990433,-93.78745203,42.01184861
16,23,20-A-209,A17112-171,0,A,Burkey,2020,2020_A_Burkey,1922.556,15.778,154.333,282.222,2.644,16.111,5.789,25.989,37.033,38.122,1,A17112-171,73.63,1,A17112,0.973017665,0.08579886,0.823062893,1.746644069,2.623629973,0.049037326,3.333644006,0.131929261,0.030919063,0.023375585,2.355253091,0.072900552,1.658862815,0.193266854,0.029948784,0.05460596,0.12967149,0.081804024,0.088047943,0.131929261,0.041134772,0.094864354,0.025315427,0.139998687,1.490081701,0.086125777,0.035258165,0.125899137,0.206043505,0.236816935,0.131031673,1.519029711,1.087276251,-0.004602052,0.97369213,0.153757236,0.026126467,0.139998687,0.209067445,0.826710308,0.633786001,0.924035953,0.766894866,0.904637411,0.826710308,0.081815568,0.040699612,5.75149452,0.981925413,-93.78861057,42.01229705
2,33,20-A-301,A17103-16,0,A,Burkey,2020,2020_A_Burkey,2285.5,16.833,191.167,285.5,3.55,41.833,5.867,27.767,34.35,39.333,1,A17103-16,72.9,1,A17103,1.000234037,0.146967619,0.858352152,2.571891249,4.315011699,0.039046628,5.344788461,0.127672447,0.026508035,0.041024895,8.170586461,0.097218759,1.746172115,0.19068096,0.025224139,0.049559192,0.188283398,0.097374399,0.103678486,0.127672447,0.068453579,-0.008203096,0.049532457,0.157752841,1.495350859,0.03708839,0.033271346,0.143003059,0.187535608,0.193259372,0.052720967,1.461646344,1.090524285,-0.162886374,1.041913275,0.14849307,0.029455356,0.157752841,0.172213316,1.016541887,0.711241051,0.977481218,0.77356466,0.968491592,1.016541887,0.071184362,0.036289961,5.78077908,1.085239636,42.04773996,-93.73978008
16,115,21-A-313,A18113-171,0,A,Marsden_East,2021,2021_A_Marsden_East,2313.56,18.21,138.57,468.43,3.97,11.67,6.27,25.8,32.6,42.52,1,A18113-171,77,1,A18113,0.955236364,0.547501771,0.80442311,3.026648768,7.456119083,0.1148884,7.059019909,0.344766804,0.041537547,0.187747136,7.855672986,0.391069672,2.754414658,0.460786284,0.033824308,0.020320042,0.278244974,0.204455122,0.332864004,0.344766804,0.214917131,0.067821788,0.052944147,0.373842613,2.350471071,0.123416454,0.048434134,0.372658695,0.448074441,0.467327571,0.084556098,2.623677086,1.139227738,-0.250268126,0.956567741,0.350620094,0.0133961,0.373842613,0.423980933,0.87297171,0.397474555,0.988195818,0.487246706,0.967500952,0.87297171,0.101679853,0.053133619,16.193358,0.983768815,42.04697095,-93.73904448
13,5,21-B-204,A17107-29,0,B,Burkey,2021,2021_B_Burkey,3273.39,21.67,179.05,455.86,4.52,27.75,5.89,26.23,33.84,39.93,1,A17107-29,81.38,1,A17107,0.986265439,0.469870346,0.818488334,2.743796968,6.281663775,0.1151483,5.85165694,0.328015556,0.036772121,0.174857199,4.42403439,0.342462015,2.915573233,0.422398776,0.048759759,0.048686391,0.249349158,0.184530235,0.289134446,0.328015556,0.190240895,0.143625837,0.027468346,0.330864637,2.224737244,0.116038122,0.040963577,0.32470016,0.432654246,0.463027456,0.118277598,2.525187217,1.13179102,-0.226729593,0.948280926,0.324220107,0.0028708,0.330864637,0.414954691,0.748823728,0.398334861,0.938781757,0.506006455,0.910401633,0.748823728,0.090824586,0.046130854,15.248404,0.896803085,42.04658645,-93.7395962
2,45,21-B-306,A17112-117,0,B,Burkey,2021,2021_B_Burkey,3282.39,25.95,186.23,496.59,4.71,27.52,5.84,28.14,30.13,41.73,1,A17112-117,74.34,1,A17112,1.000606213,0.318469575,0.78942193,1.959869479,3.980940173,0.089089,4.257638907,0.271972678,0.052013575,0.141542468,4.133128228,0.248742867,2.144717668,0.484149036,0.034603053,0.043095078,0.210260705,0.149327727,0.226477654,0.271972678,0.137361982,0.119363957,0.024911351,0.300905683,1.956698105,0.096646553,0.031268168,0.272187124,0.379531065,0.403803303,0.125770491,2.223368466,1.136245207,-0.112449631,0.957309939,0.324767146,0.0088881,0.300905683,0.364886713,0.78672896,0.469115242,0.94704526,0.572360818,0.916230698,0.78672896,0.129206537,0.065964434,16.29358,0.955998832,42.00918995,-93.77772408
2,35,21-A-211Y,A18105-55,0,A,Marsden_East,2021,2021_A_Marsden_East,3465.85,24.64,204.27,658.68,4.55,28.35,6.68,28.76,28.34,41.98,1,A18105-55,85.3,1,A18105,1.03331473,2.09024686,0.807995574,2.907301939,25.79061383,0.23551998,24.61264245,0.586282308,0.080493042,0.681599841,-12.20102613,1.311079604,3.891107817,0.845849766,0.057688446,-0.307776186,0.505049584,0.376651999,0.741959653,0.586282308,0.511031958,-0.312448696,0.069923237,0.735167032,4.501926264,0.180849152,0.064102064,0.756149596,0.72558059,0.713679653,-0.040758413,6.288114217,1.183493763,-0.22186317,0.808470695,0.6340048,-0.00304825,0.735167032,0.723007629,1.908873837,0.197082172,2.071420961,0.260809624,2.001157899,1.908873837,0.158927155,0.104652117,31.243051,0.821456903,42.00957397,-93.77919361
50,43,20-A-308,A17435-97,0,A,Burkey,2020,2020_A_Burkey,3542.667,25.556,207.667,509.444,4.4,25,6.156,27.867,30.722,39.567,1,A17435-97,69.44,1,A17435,0.99017794,0.112286604,0.772675123,2.405340655,3.803508414,0.025296309,5.199722128,0.134070799,0.036450269,0.027260048,4.590272626,0.092706013,1.511759273,0.203511181,0.019588801,0.03106462,0.145636952,0.088142057,0.101623139,0.134070799,0.053158792,0.013700121,0.039508968,0.16402895,1.52925345,0.054700226,0.030853518,0.140752358,0.185563243,0.206355035,0.049733746,1.455684845,1.068558163,-0.158122489,1.016969113,0.156177396,0.022997784,0.16402895,0.193148784,0.972970071,0.685649854,0.978700133,0.763558326,0.956256434,0.972970071,0.094846638,0.048673,6.25287542,0.997198205,42.0144947,-93.78677758
23,53,20-B-308,A16356-32,0,B,CAD,2020,2020_B_CAD,4253.333,26.889,188.111,418.222,5.078,18.111,6.867,27.356,32.467,40.267,1,A16356-32,65.66,1,A16356,0.952500233,0.248942508,0.785177485,0.817668231,1.676489519,0.1396605,1.860107905,0.205972637,0.134491054,0.232456282,6.082594103,0.203545561,1.762578378,1.25713758,0.030304243,0.0110558,0.200926211,0.171645852,0.209954106,0.205972637,0.11069314,0.061706425,0.022032517,0.330595763,1.906372769,0.127478706,0.043777595,0.291235932,0.341120905,0.38269958,0.076901901,2.035458271,1.18762473,0.506367715,0.918215122,0.503223418,0.0020405,0.330595763,0.343062082,0.88375991,0.501621935,1.023686369,0.658412421,0.998341874,0.88375991,0.343531036,0.179595327,34.27807,0.939272395,42.01394607,-93.787587
16,23,20-B-210,IA3048,18,B,CAD,2020,2020_B_CAD,5161.778,30.444,192.556,317.444,5.422,7.444,7.778,14.8,12.156,37.789,1,IA3048(SCN),51.12,1,IA3048(SCN),0.960771981,0.170577891,0.781882248,1.096057966,1.800787818,0.105684,2.34360924,0.147567362,0.068151053,0.111576623,5.658613717,0.130472587,1.802566465,0.51464196,0.025276017,0.016853398,0.143493796,0.114157833,0.134776386,0.147567362,0.078586395,0.020091352,0.032480043,0.196961494,1.537691396,0.086017514,0.03800488,0.169795067,0.211330334,0.245018639,0.055897366,1.535915968,1.090747994,0.283353734,0.92613437,0.255438615,0.0601813,0.196961494,0.210190978,0.96060872,0.639329191,1.001560264,0.742817081,0.980782534,0.96060872,0.181858003,0.093287212,16.64196,0.97279942,42.01504244,-93.78810316
21,85,21-B-316,LD07-3395bf,8,B,Burkey,2021,2021_B_Burkey,1785.33,15.53,168.28,218.13,3.05,17.72,5.54,24.5,39.47,36.03,2,LD07_3395bf,59.07,2,LD07_3395bf,0.992167161,0.984179997,0.767194083,2.067396103,8.515401316,0.2191302,7.562567819,0.489497902,0.116262427,0.52631065,10.93127284,0.692101573,2.676250976,1.0546473,0.054996269,-0.066480866,0.354572973,0.250902123,0.545494025,0.489497902,0.32979914,0.111190364,0.024779381,0.598944741,3.261934593,0.260867183,0.066901555,0.575406959,0.646069973,0.666909491,0.058734019,4.650834485,1.167328615,-0.174132515,0.901531892,0.63146861,-0.00214215,0.598944741,0.630435221,0.799871619,0.220038755,1.202717748,0.342734352,1.156270336,0.799871619,0.24147418,0.139010605,38.101876,0.906070327,-93.7872339,42.01150236
3,63,20-B-307,A16355-179,0,B,CAD,2020,2020_B_CAD,1804.889,16.333,160,268,2.867,10.222,6.1,24.167,39.078,36.756,2,A16355-179,36.39,2,A16355,1.107635409,0.118551749,0.872918485,0.829614569,1.626730562,-0.266738,1.915878936,0.083717652,0.16036378,0.100085348,-8.545174307,0.074671071,1.298928182,1.13880744,-0.021271493,-0.024359418,0.247525493,0.095364962,0.084815011,0.083717652,0.055958864,-0.041989109,0.019418852,0.290470847,1.759269419,0.035773684,-0.028186984,0.238082745,0.203888117,0.245388554,-0.112288998,1.512209708,1.360747117,0.565782604,0.918362215,0.438020457,0.151429,0.290470847,0.236347103,1.087658938,0.763417588,1.061196393,0.845499146,1.059235785,1.087658938,0.406686558,0.214896196,17.86818,0.957095077,-93.78747861,42.01186763
17,23,20-A-209,A17112-44,0,A,Burkey,2020,2020_A_Burkey,1907.778,15.333,153.333,280.889,2.656,15.111,5.811,26.111,37.244,38.222,2,A17112-44,75.02,2,A17112,0.977752379,0.103857143,0.820932412,1.940173605,3.066681198,0.046421189,3.730231809,0.155251033,0.026634751,0.027704578,2.314138827,0.089063337,1.686207041,0.192098062,0.031508614,0.067223151,0.143655626,0.091405136,0.103375093,0.155251033,0.049365112,0.099403539,0.01063835,0.156603492,1.565927523,0.094569722,0.032161118,0.147965764,0.24165142,0.277057816,0.154092738,1.637309612,1.107732836,-0.065268521,0.946701617,0.167474181,0.030288415,0.156603492,0.24468946,0.819168239,0.591015137,0.910633568,0.731225459,0.88342666,0.819168239,0.069348667,0.034061999,5.56580376,0.928264864,-93.78863715,42.01231607
3,33,20-A-301,A17101-151,0,A,Burkey,2020,2020_A_Burkey,2276.444,17.111,189.556,281.222,3.5,40.778,5.844,27.822,34.689,39.289,2,A17101-151,72.15,2,A17101,1.064942122,0.157574477,0.892826905,2.255108761,3.816266574,0.039113276,4.438266183,0.152050141,0.02930171,0.047496516,3.074797815,0.085945499,1.374908,0.20586337,0.035743095,0.048329032,0.177332061,0.096367877,0.109003153,0.152050141,0.073033158,0.026169308,0.013897233,0.170808829,1.577300515,0.057669698,0.04067913,0.15701652,0.225087123,0.259286338,0.086626087,1.5809353,1.082330113,-0.138820159,1.023204975,0.169564998,0.049961144,0.170808829,0.229835537,0.94899612,0.608701675,0.93794844,0.736035549,0.912510626,0.94899612,0.076580151,0.038463691,5.94466148,0.946393608,42.04768503,-93.73978008
17,115,21-A-313,A18119-125,0,A,Marsden_East,2021,2021_A_Marsden_East,2332.9,18.55,143.04,471.34,4.07,10.81,6.27,26.11,31.03,42.96,2,A18119-125,74.4,2,A18119,1.000847506,0.421810734,0.78495296,2.56089563,5.60406549,0.1109026,5.791248376,0.303647756,0.042741936,0.157765236,5.263298943,0.309621228,2.570749172,0.4319067,0.035895888,0.038766495,0.226917968,0.173742385,0.281531691,0.303647756,0.174171635,0.082465108,0.035753505,0.323918156,2.101365707,0.126441965,0.05184288,0.318329071,0.406152928,0.433728137,0.107835076,2.367870443,1.107549543,-0.20112141,0.967495473,0.318238663,0.02021995,0.323918156,0.391326858,0.847634612,0.418141931,0.965961965,0.534156746,0.9499134,0.847634612,0.105942737,0.054571453,15.297142,1.001668252,42.04691601,-93.73904448
3,45,21-B-306,A17112-239,0,B,Burkey,2021,2021_B_Burkey,3281.8,25.66,182.05,498.77,4.63,26.71,5.81,27.66,30.32,42.02,2,A17112-239,72.1,2,A17112,0.990622236,0.555153456,0.714566313,2.058406219,5.761332641,0.10142,6.702620754,0.323652792,0.093969465,0.236908383,23.80935896,0.429057243,1.943721019,0.683923368,0.042496383,-0.085134927,0.248645708,0.178810533,0.380821517,0.323652792,0.217268147,0.011906333,0.050215918,0.429396656,2.181918674,0.145050579,0.03628287,0.403420218,0.45796134,0.46723245,0.03155546,2.689773712,1.093429018,-0.138641916,0.938094699,0.421159054,0.0039344,0.429396656,0.44215379,0.976467519,0.389513959,1.233040759,0.510970257,1.196311671,0.976467519,0.216670365,0.121739611,24.878674,0.953401712,42.04653152,-93.73959621
14,5,21-B-204,A17107-35,0,B,Burkey,2021,2021_B_Burkey,3360.7,22.99,192.2,459.29,4.62,30.49,5.78,26.99,33.25,39.76,2,A17107-35,80.18,2,A17107,0.981542098,0.433850471,0.800983672,2.962768588,6.556060838,0.0944963,6.772125346,0.290588559,0.041217625,0.13737111,5.3548544,0.318581221,2.440608414,0.38406768,0.040597235,0.018292636,0.237670041,0.180163882,0.264790817,0.290588559,0.17825683,0.102672804,0.02439932,0.320499233,2.078605449,0.107953736,0.035168597,0.304788289,0.400077013,0.419539599,0.09635507,2.333761239,1.114250947,-0.245044711,0.950994131,0.296768071,0.0054852,0.320499233,0.39519906,0.813774669,0.446491649,0.990059986,0.54968056,0.981098857,0.813774669,0.101957049,0.053210808,13.309598,0.911072429,42.0092174,-93.77772409
3,35,21-A-211Y,A18109-66,0,A,Marsden_East,2021,2021_A_Marsden_East,3483.64,24.73,205.18,659.12,4.58,29.69,6.66,28.95,27.89,42.08,2,A18109-66,88.4,2,A18109,1.08082189,1.947218323,0.813512081,4.601910297,34.36221197,0.17825281,31.38152204,0.577419948,0.047372305,0.470877866,-12.68394943,1.25731262,4.054892441,0.59756289,0.041449498,-0.248581174,0.505505847,0.374287679,0.705290939,0.577419948,0.493314067,-0.293170121,0.077546345,0.65941077,4.29729084,0.147445935,0.069029947,0.721695255,0.694992734,0.674268703,-0.039786209,5.557220846,1.18570263,-0.286574874,0.855082729,0.524903207,0.00268265,0.65941077,0.692678316,1.829535167,0.22775299,1.757088464,0.267893184,1.732492866,1.829535167,0.101493843,0.06347649,22.073033,0.853602074,42.00960142,-93.77919362
51,43,20-A-308,A17434-107,0,A,Burkey,2020,2020_A_Burkey,3585.556,25.889,206,513.889,4.378,26.333,6.189,27.978,31.167,39.489,2,A17434-107,83.1,2,A17434,0.999210917,0.103690848,0.791737473,2.557894206,4.036948986,0.029317296,5.434600267,0.119554514,0.031324842,0.023660763,5.667295907,0.086523126,1.291069075,0.214950532,0.038873508,0.028682957,0.15176921,0.090318759,0.092472889,0.119554514,0.049289965,0.022555153,0.045541789,0.173188999,1.508021389,0.065723713,0.035402894,0.150370062,0.202159471,0.216530095,0.057844721,1.506766612,1.105776261,-0.16972051,0.972522328,0.162590671,0.022397099,0.173188999,0.199125574,0.955884721,0.684503021,0.991216805,0.786424846,0.97350459,0.955884721,0.083058316,0.042648325,5.66688762,1.021941831,42.01449467,-93.7868512
24,53,20-B-308,A16354-11,0,B,CAD,2020,2020_B_CAD,4197,26,182.111,406.444,4.811,17.778,6.989,27.289,32.856,39.944,2,A16354-11,60.46,2,A16354,0.963073851,0.47256628,0.754843888,0.830990079,2.249655904,0.2482984,2.491139919,0.280806895,0.190618092,0.46963093,22.00851885,0.365485097,1.838212819,1.73013372,0.038940519,-0.058692436,0.26051029,0.217830295,0.340751348,0.280806895,0.191123807,0.009063711,0.033349262,0.460111863,2.226810817,0.153995803,0.052760368,0.406467363,0.433099945,0.459837132,0.022179161,2.527958732,1.171115803,0.390583581,0.863361795,0.667574641,-0.0057305,0.460111863,0.432736105,0.982035403,0.411161721,1.187804556,0.561515642,1.160265141,0.982035403,0.463973809,0.255118379,53.60022,0.913160584,42.01394604,-93.78766062
17,23,20-B-210,A16353-77,0,B,CAD,2020,2020_B_CAD,5270.667,30.889,182.222,317.667,5.622,8.444,7.867,23.311,13.656,37.811,2,A16353-77,39.07,2,A16353,0.959421869,0.137937687,0.736456113,0.97310151,1.561008008,0.1089506,2.117769119,0.144809951,0.077405135,0.089616995,4.2196923,0.112366408,1.097449806,0.535509924,0.027718352,0.016019095,0.124352756,0.108418881,0.132145706,0.144809951,0.06451904,0.044659377,0.035507062,0.189528734,1.535042448,0.103933699,0.03719595,0.163299427,0.214511421,0.250757593,0.074844829,1.546185971,1.065244256,0.365985242,0.890036993,0.255711969,0.065959,0.189528734,0.21436777,0.914499639,0.605315425,0.999257121,0.747014863,0.975040513,0.914499639,0.205625253,0.105463278,17.708516,0.938780229,42.01504241,-93.78817678
22,85,21-B-316,A17436-39,0,B,Burkey,2021,2021_B_Burkey,1791.69,15.8,168.93,217.89,3.08,16.15,5.62,24.39,39.59,36.02,3,A17436-39,59.06,3,A17436,0.987482379,1.39573412,0.799340553,2.776547637,15.99980084,0.252312,13.20733931,0.577851167,0.087612955,0.613675246,21.2276788,0.957229419,3.348688154,1.001291148,0.055752426,-0.106607353,0.439514817,0.321870184,0.642749437,0.577851167,0.411025737,0.066273054,-0.001943633,0.686774068,4.203933477,0.246696733,0.061274606,0.674276691,0.728126974,0.746125903,0.034209089,6.35637526,1.209145899,-0.259864412,0.871223469,0.669165537,-0.0023173,0.686774068,0.713624152,0.875692153,0.173230287,1.30610452,0.267546675,1.256577908,0.875692153,0.176504528,0.104789857,35.583936,0.853290258,-93.78726048,42.01152137
4,63,20-B-307,A16361-162,0,B,CAD,2020,2020_B_CAD,1821.111,15.556,160,268.778,2.844,11.111,6.111,23.578,38.433,36.178,3,A16361-162,41.81,3,A16361,1.104180295,0.122283699,0.854385757,0.830214987,1.548874429,-0.176185,1.916830922,0.087779802,0.165626832,0.103611231,-26.41003893,0.075063975,1.470731623,1.06504152,-0.006903425,-0.027189197,0.220156433,0.112417168,0.089183166,0.087779802,0.057618922,-0.030049346,0.018929396,0.27476362,1.690181889,0.065346952,0.003339665,0.224015719,0.21998358,0.261896629,-0.052541538,1.564048588,1.321400714,0.565886218,0.924620566,0.410814898,0.089921,0.27476362,0.240325631,1.061960566,0.730878719,1.056814315,0.838607406,1.058305307,1.061960566,0.417781234,0.221046996,18.50882,0.957884565,-93.78750519,42.01188664
18,23,20-A-209,A17438-19,0,A,Burkey,2020,2020_A_Burkey,1929.111,15,153.333,278.444,2.722,15.444,5.833,26.233,36.933,38.333,3,A17438-19,64.76,3,A17438,0.987893032,0.104240569,0.805756893,1.399024009,2.216997766,0.02286279,2.561815901,0.171058709,0.037083515,0.034721371,2.14300084,0.081675479,1.276537766,0.26161497,0.039948844,0.085347628,0.149037831,0.083513264,0.101914783,0.171058709,0.049538333,0.152606067,0.007745869,0.166948512,1.616912778,0.114982524,0.037714729,0.146700859,0.262201268,0.303665736,0.171527462,1.710766384,1.102260672,0.105154087,0.945099333,0.205917854,0.044410879,0.166948512,0.274082585,0.735198224,0.545140465,0.886669581,0.707856306,0.867597967,0.735198224,0.094801412,0.045977922,7.75536786,0.955223307,-93.78866373,42.01233508
4,33,20-A-301,A17437-92,0,A,Burkey,2020,2020_A_Burkey,2262.556,17.333,185.667,272.556,3.4,39.333,5.811,27.878,35.367,39.2,3,A17437-92,67.56,3,A17437,1.038035097,0.11018354,0.836086902,2.08669338,3.698705977,0.035400651,4.071877402,0.149245934,0.050786823,0.029282435,3.129240901,0.082440227,1.339476757,0.261298286,0.039117842,0.054320432,0.247170938,0.08764913,0.100768054,0.149245934,0.052215145,0.023192797,0.0249532,0.187579106,1.599459365,0.069303098,0.033018402,0.160505132,0.242694988,0.277342695,0.128478373,1.640943833,1.085207687,-0.096501385,0.990000716,0.194404455,0.023010998,0.187579106,0.240238612,0.954665831,0.608188881,0.921616694,0.740271548,0.911709798,0.954665831,0.127415765,0.064991214,6.92347478,0.983955516,42.0476301,-93.73978008
18,115,21-A-313,A18105-117,0,A,Marsden_East,2021,2021_A_Marsden_East,2437.83,19.22,141.25,478.13,4.23,13.1,6.33,26.37,29.5,43.35,3,A18105-117,86.8,3,A18105,0.981855308,0.832505354,0.775231333,2.65875305,8.770044449,0.1606868,8.634526118,0.416605167,0.063908235,0.336899231,14.08228391,0.589261435,2.951373307,0.674670168,0.047106017,-0.039007486,0.315152697,0.240947631,0.460642908,0.416605167,0.293911308,0.049826503,0.026559862,0.489391489,2.719800229,0.164524254,0.063462445,0.48241309,0.538753704,0.560616795,0.046800405,3.336078178,1.121851052,-0.222357885,0.924188436,0.463476718,0.005034,0.489391489,0.523767096,0.905076691,0.313378755,1.176562741,0.411825996,1.127467067,0.905076691,0.150003237,0.082957801,25.09959,0.947920806,42.04686109,-93.73904448
4,45,21-B-306,A17112-211,0,B,Burkey,2021,2021_B_Burkey,3254.26,25.49,177.96,493.95,4.47,24.83,5.74,26.91,31.15,41.94,3,A17112-211,66.72,3,A17112,0.97036269,0.318331693,0.793402493,2.154459257,4.23345494,0.0872467,4.699023745,0.259070734,0.041659099,0.129612881,3.90955052,0.246724511,2.678723809,0.412442868,0.036327999,0.035046612,0.198103483,0.143396116,0.212837939,0.259070734,0.137310676,0.123156442,0.032114127,0.280024182,1.900815149,0.104778574,0.035341494,0.252503443,0.359346235,0.386163658,0.113527432,2.121811045,1.123638171,-0.141510723,0.925229389,0.290898773,0.0124612,0.280024182,0.352048067,0.780695837,0.462646289,0.952044116,0.588473107,0.925333655,0.780695837,0.105671897,0.053770172,14.228422,0.897740365,42.04647659,-93.73959621
15,5,21-B-204,A17105-8,0,B,Burkey,2021,2021_B_Burkey,3443.14,23.79,198.6,457.93,4.62,31.38,5.76,27.51,33,39.49,3,A17105-8,74.52,3,A17105,1.017119927,0.380335304,0.813153237,3.147652451,6.426673842,0.0726714,7.163496307,0.265858625,0.03141777,0.107794937,6.507886238,0.283271872,2.007680175,0.317622684,0.027454462,0.00916549,0.220268832,0.165345403,0.242675761,0.265858625,0.159782239,0.041320578,0.019301658,0.287970808,1.930466317,0.060660777,0.030941046,0.281253078,0.357984842,0.369757006,0.083791658,2.115191247,1.10373626,-0.257922959,0.965734388,0.258812845,0.00588385,0.287970808,0.335750164,0.920638123,0.518013046,0.991416638,0.579955266,0.95766511,0.920638123,0.0800516,0.04140044,10.979752,0.974954648,42.00924485,-93.7777241
4,35,21-A-211Y,A18106-43,0,A,Marsden_East,2021,2021_A_Marsden_East,3526.1,25.04,208.8,659.76,4.62,32.48,6.62,28.81,27.65,42.1,3,A18106-43,90.8,3,A18106,1.013236522,1.526820502,0.795280868,4.710198005,30.83695813,0.12975488,30.08239267,0.527399168,0.049696191,0.332526479,-9.38596514,1.063482767,3.350914048,0.512923254,0.046852076,-0.221659815,0.463991635,0.335058712,0.655283467,0.527399168,0.432916986,-0.294398036,0.03827333,0.608879031,3.659248192,0.10871188,0.04487725,0.679147438,0.644777401,0.637721886,-0.048136675,4.630272413,1.173751009,-0.298183495,0.934183269,0.471233494,-0.0030483,0.608879031,0.637980917,1.834459232,0.2739655,1.733714473,0.309415405,1.647095157,1.834459232,0.103483695,0.064805554,18.434351,0.918631354,42.00962887,-93.77919363
52,43,20-A-308,A17434-114,0,A,Burkey,2020,2020_A_Burkey,3607.556,25.667,202.889,517.889,4.289,26.889,6.167,28.022,31.556,39.367,3,A17434-114,72.71,3,A17434,1.022792919,0.08504813,0.750370025,2.402509333,3.684185398,0.022336307,5.074766637,0.110925161,0.034330558,0.018748797,7.487146088,0.071627454,1.161622013,0.200097176,0.039530911,0.028784716,0.150495173,0.079940876,0.091001459,0.110925161,0.040789528,-0.000232987,0.023609046,0.154606427,1.476831476,0.06137951,0.046278637,0.136423139,0.183706178,0.197577264,0.064477427,1.450098171,1.096327733,-0.141285363,1.059320341,0.147342912,0.031720595,0.154606427,0.169185269,1.000466083,0.688761801,0.988994285,0.800301289,0.980676315,1.000466083,0.090868923,0.046701116,5.64150716,1.028229734,42.01449464,-93.78692482
25,53,20-B-308,A16362-91,0,B,CAD,2020,2020_B_CAD,4118.889,25.333,176.556,393.111,4.478,16.444,7.167,27.067,33.556,39.467,3,A16362-91,57.98,3,A16362,0.986891166,0.3352967,0.772470468,0.795233088,2.240124182,0.1236207,2.335399956,0.245747521,0.175297439,0.311472452,14.20639428,0.289797755,1.551373249,1.922328636,0.041300204,-0.046805208,0.277061929,0.233563966,0.296117725,0.245747521,0.143577773,0.023359677,0.032868855,0.477125077,2.332662961,0.167115181,0.05571768,0.420776073,0.458820561,0.487889539,0.044721163,2.695631904,1.33149325,0.429641762,0.852777796,0.723775003,-0.1045065,0.477125077,0.459283426,0.954347083,0.42823857,1.158744722,0.605461754,1.131807502,0.954347083,0.436014436,0.236852955,47.374304,0.90188486,42.01394601,-93.78773424
18,23,20-B-210,IA3048,19,B,CAD,2020,2020_B_CAD,5362.111,30.889,178.556,318.333,5.778,9.222,7.933,26.078,15.233,38.211,3,IA3048(SCN),47.85,3,IA3048(SCN),0.972928245,0.143264354,0.739150211,1.075403361,1.757220132,0.1191375,2.345526046,0.136141582,0.073570249,0.088658723,7.572198432,0.119157377,1.319720205,0.49702668,0.026186238,0.010977476,0.139995656,0.120224479,0.129858299,0.136141582,0.066843996,0.010672495,0.039199723,0.187801803,1.492027187,0.081892683,0.034314583,0.163149804,0.19758527,0.2244987,0.047220175,1.492476678,1.073740836,0.292190817,0.915054176,0.242231314,0.0628828,0.187801803,0.194220957,0.978880409,0.652962205,1.01981591,0.760343985,0.998359099,0.978880409,0.195723025,0.100803859,16.04006,0.957576133,42.01504238,-93.7882504
